      2575      1.36      0.00      0.00      0.00
      2600      1.40      0.00      0.00      0.00
      2625      1.44      0.00      0.00      0.00
      2650      1.48      0.00      0.00      0.00
      2675      1.53      0.00      0.00      0.00
      2700      1.57      0.00      0.00      0.00
      2725      1.61      0.00      0.00      0.00
      2750      1.66      0.00      0.00      0.00
      2775      1.70      0.00      0.00      0.00
      2800      1.75      0.00      0.00      0.00
      2825      1.80      0.00      0.00      0.00
      2850      1.84      0.00      0.00      0.00
      2875      1.89      0.00      0.00      0.00
      2900      1.94      0.00      0.00      0.00
      2925      1.99      0.00      0.00      0.00
      2950      2.05      0.00      0.00      0.00
      2975      2.10      0.00      0.00      0.00
      3000      2.15      0.00      0.00      0.00
      3025      2.21      0.00      0.00      0.00
      3050      2.26      0.00      0.00      0.00
      3075      2.32      0.00      0.00      0.00
      3100      2.37      0.00      0.00      0.00
      3125      2.43      0.00      0.00      0.00
      3150      2.49      0.00      0.00      0.00
      3175      2.55      0.00      0.00      0.00
      3200      2.61      0.00      0.00      0.00
      3225      2.67      0.00      0.00      0.00
      3250      2.73      0.00      0.00      0.00
      3275      2.80      0.00      0.00      0.00
      3300      2.86      0.00      0.00      0.00
      3325      2.93      0.00      0.00      0.00
      3350      3.00      0.00      0.00      0.00
      3375      3.06      0.00      0.00      0.00
      3400      3.13      0.00      0.00      0.00
      3425      3.20      0.00      0.00      0.00
      3450      3.27      0.00      0.00      0.00
      3475      3.34      0.00      0.00      0.00
      3500      3.42      0.00      0.00      0.00
      3525      3.49      0.00      0.00      0.00
      3550      3.56      0.00      0.00      0.00
      3575      3.64      0.00      0.00      0.00
      3600      3.72      0.00      0.00      0.00
      3625      3.79      0.00      0.00      0.00
      3650      3.87      0.00      0.00      0.00
      3675      3.95      0.00      0.00      0.00
      3700      4.04      0.00      0.00      0.00
      3725      4.12      0.00      0.00      0.00
      3750      4.20      0.00      0.00      0.00
      3775      4.29      0.00      0.00      0.00
      3800      3.66      0.00      0.00      0.00
      3825      4.46      0.00      0.00      0.00
      3850      4.55      0.00      0.00      0.00
      3875      4.64      0.00      0.00      0.00
      3900      4.73      0.00      0.00      0.00
      3925      4.82      0.00      0.00      0.00
      3950      4.91      0.01      0.00      0.00
      3975      5.00      0.00      0.00      0.00
      4000      5.10      0.01      0.00      0.00
      4025      5.19      0.01      0.00      0.00
      4050      5.29      0.00      0.00      0.00
      4075      5.39      0.00      0.00      0.00
      4100      5.49      0.00      0.00      0.00
      4125      5.59      0.01      0.00      0.00
      4150      5.69      0.00      0.00      0.00
      4175      5.80      0.00      0.00      0.00
      4200      5.90      0.01      0.00      0.00
      4225      6.01      0.01      0.00      0.00
      4250      6.12      0.01      0.00      0.00
      4275      6.22      0.01      0.00      0.00
      4300      6.33      0.01      0.00      0.00
      4325      6.45      0.01      0.00      0.00
      4350      6.56      0.01      0.00      0.00
      4375      6.67      0.01      0.00      0.00
      4400      6.79      0.01      0.00      0.00
      4425      6.90      0.01      0.00      0.00
      4450      7.02      0.01      0.00      0.00
      4475      7.14      0.01      0.00      0.00
      4500      7.26      0.01      0.00      0.00
      4525      7.38      0.01      0.00      0.00
      4550      7.45      0.01      0.00      0.00
      4575      7.63      0.01      0.00      0.00
      4600      7.75      0.01      0.00      0.00
      4625      7.88      0.01      0.00      0.00
      4650      8.01      0.01      0.00      0.00
      4675      8.14      0.01      0.00      0.00
      4700      8.27      0.01      0.00      0.00
      4725      8.40      0.01      0.00      0.00
      4750      8.54      0.01      0.00      0.00
      4775      8.67      0.01      0.00      0.00
      4800      8.81      0.01      0.00      0.00
      4825      8.95      0.01      0.00      0.00
      4850      9.09      0.01      0.00      0.00
      4875      9.23      0.01      0.00      0.00
      4900      9.31      0.01      0.00      0.00
      4925      9.52      0.01      0.00      0.00
      4950      9.66      0.01      0.00      0.00
      4975      9.81      0.01      0.00      0.00
      5000      9.96      0.01      0.00      0.00
